Transaction ID,Date,Product ID,Product Name,Category,Quantity Sold,Sales Price per Unit ($),Total Sales ($),Discount (%),Total Sales After Discount ($),Stock After Sale,Returned,Net Sales Value ($),Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Holiday Name,Is Weekend,Is Special Event,Special Event Name,Season
T3476,2024-09-01,P008,Air Fryer,Home Appliances,7,63.23,442.61,15,376.22,85,1,300.98,Cloudy,18.31,79,0.0,21.52,0,,1,0,,Fall
T2536,2024-09-01,P001,Laptop,Electronics,10,536.38,5363.8,10,4827.42,62,0,4827.42,Rainy,5.09,54,9.14,19.21,0,,1,0,,Fall
T4818,2024-09-01,P002,Smartphone,Electronics,1,144.53,144.53,10,130.08,174,0,130.08,Rainy,15.99,45,11.89,21.42,0,,1,0,,Fall
T6375,2024-09-01,P007,Vacuum Cleaner,Home Appliances,1,871.72,871.72,5,828.13,131,0,828.13,Stormy,11.45,48,8.58,14.58,0,,1,0,,Fall
T3944,2024-09-01,P005,Keyboard,Accessories,6,281.26,1687.56,10,1518.8,10,1,1215.04,Snow,8.8,41,1.7,20.6,0,,1,0,,Fall
T1260,2024-09-01,P007,Vacuum Cleaner,Home Appliances,7,739.04,5173.28,5,4914.62,119,0,4914.62,Snow,15.71,62,4.48,12.52,0,,1,0,,Fall
T9810,2024-09-01,P017,Mattress,Furniture,5,901.59,4507.95,15,3831.76,125,1,3065.41,Snow,8.77,41,7.8,25.07,0,,1,0,,Fall
T1042,2024-09-01,P003,Headphones,Electronics,9,35.64,320.76,20,256.61,77,0,256.61,Snow,7.06,49,18.02,13.66,0,,1,0,,Fall
T7706,2024-09-02,P011,T-shirt,Clothing,3,283.36,850.08,10,765.07,167,0,765.07,Snow,5.7,50,15.72,13.31,0,,0,0,,Fall
T8860,2024-09-02,P003,Headphones,Electronics,4,746.48,2985.92,5,2836.62,163,0,2836.62,Sunny,18.1,38,0.0,10.47,0,,0,0,,Fall
T4510,2024-09-02,P010,Shoes,Clothing,6,568.05,3408.3,20,2726.64,139,1,2181.31,Snow,20.0,64,18.9,13.51,0,,0,0,,Fall
T6582,2024-09-02,P008,Air Fryer,Home Appliances,7,42.21,295.47,15,251.15,91,0,251.15,Stormy,13.34,43,0.3,13.76,0,,0,0,,Fall
T3267,2024-09-02,P002,Smartphone,Electronics,1,765.74,765.74,0,765.74,60,0,765.74,Rainy,5.0,55,17.19,23.71,0,,0,0,,Fall
T5141,2024-09-02,P001,Laptop,Electronics,6,778.92,4673.52,5,4439.84,194,1,3551.87,Sunny,13.1,41,0.0,11.62,0,,0,0,,Fall
T8552,2024-09-02,P011,T-shirt,Clothing,1,353.64,353.64,0,353.64,75,0,353.64,Sunny,18.46,90,0.0,16.79,0,,0,0,,Fall
T6628,2024-09-02,P008,Air Fryer,Home Appliances,6,246.3,1477.8,5,1403.91,108,0,1403.91,Sunny,14.89,60,0.0,6.75,0,,0,0,,Fall
T3507,2024-09-02,P002,Smartphone,Electronics,9,45.54,409.86,0,409.86,116,0,409.86,Sunny,8.1,60,0.0,21.43,0,,0,0,,Fall
T2813,2024-09-02,P009,Coffee Machine,Home Appliances,4,525.07,2100.28,0,2100.28,110,0,2100.28,Stormy,8.5,53,16.76,8.22,0,,0,0,,Fall
T7998,2024-09-03,P018,Toy Car,Toys,6,951.65,5709.9,10,5138.91,84,1,4111.13,Cloudy,11.03,76,0.0,27.45,0,,0,0,,Fall
T1340,2024-09-03,P018,Toy Car,Toys,7,897.72,6284.04,5,5969.84,149,1,4775.87,Rainy,5.8,63,15.98,8.25,0,,0,0,,Fall
T1270,2024-09-03,P004,Monitor,Electronics,10,284.34,2843.4,15,2416.89,28,1,1933.51,Stormy,15.22,90,9.23,21.69,0,,0,0,,Fall
T3285,2024-09-03,P012,Jeans,Clothing,10,768.73,7687.3,20,6149.84,138,0,6149.84,Snow,9.01,56,5.13,29.41,0,,0,0,,Fall
T5392,2024-09-03,P005,Keyboard,Accessories,9,270.39,2433.51,10,2190.16,183,1,1752.13,Snow,5.42,85,12.69,10.36,0,,0,0,,Fall
T1690,2024-09-03,P018,Toy Car,Toys,2,240.13,480.26,15,408.22,60,0,408.22,Rainy,9.73,41,0.67,20.45,0,,0,0,,Fall
T5570,2024-09-03,P001,Laptop,Electronics,10,83.24,832.4,10,749.16,142,1,599.33,Snow,8.58,33,1.96,25.72,0,,0,0,,Fall
T4464,2024-09-03,P003,Headphones,Electronics,2,797.4,1594.8,0,1594.8,181,1,1275.84,Sunny,13.55,54,0.0,7.09,0,,0,0,,Fall
T8352,2024-09-03,P016,Bookshelf,Furniture,1,887.44,887.44,10,798.7,46,0,798.7,Sunny,11.27,39,0.0,23.82,0,,0,0,,Fall
T8160,2024-09-03,P002,Smartphone,Electronics,2,733.06,1466.12,5,1392.81,46,0,1392.81,Stormy,17.69,67,8.61,16.55,0,,0,0,,Fall
T5548,2024-09-04,P013,Winter Coat,Clothing,2,527.37,1054.74,10,949.27,27,1,759.42,Stormy,6.22,68,9.44,20.93,0,,0,0,,Fall
T7300,2024-09-04,P002,Smartphone,Electronics,3,795.47,2386.41,20,1909.13,146,0,1909.13,Stormy,18.49,47,2.68,10.07,0,,0,0,,Fall
T5128,2024-09-04,P019,Doll,Toys,6,739.08,4434.48,20,3547.58,195,0,3547.58,Rainy,5.1,72,6.87,11.66,0,,0,0,,Fall
T9721,2024-09-04,P014,Sofa,Furniture,5,865.75,4328.75,10,3895.88,161,0,3895.88,Sunny,6.96,67,0.0,24.92,0,,0,0,,Fall
T7304,2024-09-04,P012,Jeans,Clothing,6,374.46,2246.76,5,2134.42,158,1,1707.54,Stormy,10.01,31,17.99,25.11,0,,0,0,,Fall
T4469,2024-09-04,P003,Headphones,Electronics,9,333.03,2997.27,10,2697.54,54,0,2697.54,Sunny,5.43,83,0.0,23.33,0,,0,0,,Fall
T3873,2024-09-04,P001,Laptop,Electronics,6,67.87,407.22,10,366.5,13,0,366.5,Sunny,9.38,47,0.0,13.58,0,,0,0,,Fall
T2708,2024-09-04,P013,Winter Coat,Clothing,6,575.12,3450.72,15,2933.11,147,1,2346.49,Cloudy,8.69,81,0.0,5.13,0,,0,0,,Fall
T1983,2024-09-04,P009,Coffee Machine,Home Appliances,1,148.4,148.4,0,148.4,19,0,148.4,Cloudy,19.92,39,0.0,11.64,0,,0,0,,Fall
T8128,2024-09-04,P009,Coffee Machine,Home Appliances,3,13.61,40.83,20,32.66,17,0,32.66,Snow,7.85,43,19.68,18.76,0,,0,0,,Fall
T6501,2024-09-05,P009,Coffee Machine,Home Appliances,1,956.33,956.33,5,908.51,61,1,726.81,Snow,11.9,35,15.36,26.14,0,,0,0,,Fall
T7837,2024-09-05,P013,Winter Coat,Clothing,7,497.65,3483.55,0,3483.55,53,1,2786.84,Snow,8.52,51,5.32,7.29,0,,0,0,,Fall
T8112,2024-09-05,P017,Mattress,Furniture,1,41.58,41.58,15,35.34,108,1,28.27,Sunny,12.8,70,0.0,14.53,0,,0,0,,Fall
T8813,2024-09-05,P011,T-shirt,Clothing,2,950.02,1900.04,10,1710.04,106,1,1368.03,Stormy,17.37,44,6.34,25.77,0,,0,0,,Fall
T9308,2024-09-05,P005,Keyboard,Accessories,4,220.68,882.72,10,794.45,85,1,635.56,Sunny,17.81,40,0.0,26.74,0,,0,0,,Fall
T4257,2024-09-05,P007,Vacuum Cleaner,Home Appliances,6,605.04,3630.24,5,3448.73,49,1,2758.98,Cloudy,7.87,64,0.0,15.27,0,,0,0,,Fall
T9479,2024-09-05,P018,Toy Car,Toys,9,178.13,1603.17,20,1282.54,43,1,1026.03,Cloudy,5.74,71,0.0,7.84,0,,0,0,,Fall
T2245,2024-09-05,P002,Smartphone,Electronics,1,11.58,11.58,5,11.0,197,0,11.0,Cloudy,14.97,66,0.0,29.53,0,,0,0,,Fall
T2607,2024-09-05,P010,Shoes,Clothing,10,666.33,6663.3,10,5996.97,133,0,5996.97,Stormy,11.96,59,12.74,25.18,0,,0,0,,Fall
T1294,2024-09-05,P020,Board Game,Toys,5,150.36,751.8,20,601.44,22,1,481.15,Snow,12.6,77,1.19,17.49,0,,0,0,,Fall
T4872,2024-09-06,P008,Air Fryer,Home Appliances,8,499.26,3994.08,10,3594.67,111,1,2875.74,Rainy,5.4,61,8.09,20.34,0,,0,0,,Fall
T3045,2024-09-06,P009,Coffee Machine,Home Appliances,3,539.38,1618.14,10,1456.33,67,0,1456.33,Sunny,16.34,60,0.0,7.47,0,,0,0,,Fall
T1198,2024-09-06,P020,Board Game,Toys,6,839.56,5037.36,10,4533.62,44,1,3626.9,Cloudy,19.07,46,0.0,13.92,0,,0,0,,Fall
T5710,2024-09-06,P003,Headphones,Electronics,8,472.21,3777.68,5,3588.8,77,0,3588.8,Stormy,15.97,52,0.1,25.68,0,,0,0,,Fall
T2637,2024-09-06,P020,Board Game,Toys,9,375.48,3379.32,5,3210.35,86,0,3210.35,Sunny,15.68,31,0.0,14.1,0,,0,0,,Fall
T2734,2024-09-06,P006,Blender,Home Appliances,2,909.37,1818.74,15,1545.93,112,1,1236.74,Sunny,18.37,45,0.0,19.63,0,,0,0,,Fall
T6842,2024-09-06,P001,Laptop,Electronics,6,656.53,3939.18,15,3348.3,161,0,3348.3,Rainy,15.13,66,17.57,5.65,0,,0,0,,Fall
T3292,2024-09-06,P020,Board Game,Toys,1,160.95,160.95,20,128.76,145,0,128.76,Snow,10.25,68,3.76,16.5,0,,0,0,,Fall
T4258,2024-09-06,P014,Sofa,Furniture,9,138.63,1247.67,10,1122.9,200,0,1122.9,Stormy,8.66,74,7.83,15.55,0,,0,0,,Fall
T8911,2024-09-06,P020,Board Game,Toys,6,119.95,719.7,15,611.75,50,1,489.4,Cloudy,11.2,85,0.0,12.52,0,,0,0,,Fall
T1499,2024-09-07,P017,Mattress,Furniture,10,159.74,1597.4,0,1597.4,176,0,1597.4,Stormy,18.05,80,13.96,29.39,0,,1,0,,Fall
T1374,2024-09-07,P010,Shoes,Clothing,10,979.71,9797.1,0,9797.1,40,1,7837.68,Stormy,7.79,87,10.69,9.52,0,,1,0,,Fall
T4270,2024-09-07,P010,Shoes,Clothing,1,756.9,756.9,10,681.21,163,1,544.97,Snow,17.23,64,16.29,19.53,0,,1,0,,Fall
T6199,2024-09-07,P012,Jeans,Clothing,6,824.14,4944.84,5,4697.6,107,0,4697.6,Cloudy,15.18,37,0.0,19.02,0,,1,0,,Fall
T1379,2024-09-07,P010,Shoes,Clothing,7,369.84,2588.88,20,2071.1,191,1,1656.88,Stormy,13.09,83,6.71,7.13,0,,1,0,,Fall
T9247,2024-09-07,P009,Coffee Machine,Home Appliances,3,397.45,1192.35,0,1192.35,141,0,1192.35,Cloudy,19.14,47,0.0,15.72,0,,1,0,,Fall
T5482,2024-09-07,P018,Toy Car,Toys,7,521.29,3649.03,15,3101.68,180,1,2481.34,Snow,17.83,67,5.39,7.13,0,,1,0,,Fall
T6091,2024-09-07,P011,T-shirt,Clothing,9,70.99,638.91,0,638.91,118,1,511.13,Rainy,10.61,90,0.51,18.13,0,,1,0,,Fall
T8586,2024-09-07,P009,Coffee Machine,Home Appliances,8,761.23,6089.84,5,5785.35,189,1,4628.28,Sunny,13.06,67,0.0,25.85,0,,1,0,,Fall
T2688,2024-09-07,P019,Doll,Toys,4,896.72,3586.88,10,3228.19,33,0,3228.19,Stormy,8.55,41,15.64,29.49,0,,1,0,,Fall
T9812,2024-09-08,P018,Toy Car,Toys,10,580.2,5802.0,5,5511.9,145,1,4409.52,Rainy,13.78,78,11.91,12.57,0,,1,0,,Fall
T9667,2024-09-08,P013,Winter Coat,Clothing,6,792.42,4754.52,20,3803.62,196,1,3042.9,Snow,5.18,49,8.25,13.39,0,,1,0,,Fall
T8792,2024-09-08,P013,Winter Coat,Clothing,5,977.51,4887.55,15,4154.42,22,0,4154.42,Snow,17.63,59,12.39,12.66,0,,1,0,,Fall
T6491,2024-09-08,P003,Headphones,Electronics,1,979.0,979.0,15,832.15,90,1,665.72,Stormy,9.87,64,19.9,14.2,0,,1,0,,Fall
T5660,2024-09-08,P010,Shoes,Clothing,1,421.09,421.09,10,378.98,76,1,303.18,Snow,10.27,58,16.25,29.55,0,,1,0,,Fall
T5533,2024-09-08,P008,Air Fryer,Home Appliances,8,559.75,4478.0,0,4478.0,42,0,4478.0,Stormy,16.02,44,5.27,7.79,0,,1,0,,Fall
T5358,2024-09-08,P014,Sofa,Furniture,2,344.81,689.62,5,655.14,27,0,655.14,Cloudy,16.29,55,0.0,5.2,0,,1,0,,Fall
T7050,2024-09-08,P006,Blender,Home Appliances,5,52.6,263.0,5,249.85,41,0,249.85,Rainy,7.54,62,7.61,27.62,0,,1,0,,Fall
T4780,2024-09-08,P007,Vacuum Cleaner,Home Appliances,1,239.18,239.18,10,215.26,191,1,172.21,Sunny,7.39,32,0.0,6.37,0,,1,0,,Fall
T7556,2024-09-08,P003,Headphones,Electronics,10,298.29,2982.9,20,2386.32,126,0,2386.32,Stormy,11.13,53,13.07,14.92,0,,1,0,,Fall
T7732,2024-09-09,P017,Mattress,Furniture,3,634.33,1902.99,10,1712.69,181,1,1370.15,Rainy,12.81,36,2.8,24.04,0,,0,0,,Fall
T1758,2024-09-09,P010,Shoes,Clothing,1,843.17,843.17,10,758.85,183,0,758.85,Stormy,11.12,80,1.89,15.97,0,,0,0,,Fall
T4568,2024-09-09,P018,Toy Car,Toys,5,682.15,3410.75,15,2899.14,131,1,2319.31,Stormy,11.46,42,12.62,8.37,0,,0,0,,Fall
T8383,2024-09-09,P005,Keyboard,Accessories,5,200.8,1004.0,15,853.4,174,1,682.72,Sunny,8.73,59,0.0,7.12,0,,0,0,,Fall
T4088,2024-09-09,P006,Blender,Home Appliances,5,76.95,384.75,15,327.04,146,1,261.63,Snow,5.67,63,11.66,9.22,0,,0,0,,Fall
T7705,2024-09-09,P014,Sofa,Furniture,6,857.98,5147.88,20,4118.3,61,1,3294.64,Rainy,13.92,78,2.48,23.06,0,,0,0,,Fall
T3134,2024-09-09,P017,Mattress,Furniture,1,477.32,477.32,15,405.72,17,0,405.72,Cloudy,14.58,33,0.0,12.04,0,,0,0,,Fall
T4975,2024-09-09,P015,Dining Table,Furniture,10,517.7,5177.0,20,4141.6,62,0,4141.6,Cloudy,18.3,89,0.0,14.27,0,,0,0,,Fall
T8607,2024-09-09,P009,Coffee Machine,Home Appliances,8,538.63,4309.04,5,4093.59,170,1,3274.87,Stormy,6.43,65,6.59,5.76,0,,0,0,,Fall
T1728,2024-09-09,P012,Jeans,Clothing,2,796.88,1593.76,5,1514.07,197,0,1514.07,Rainy,15.11,53,13.09,13.26,0,,0,0,,Fall
T3610,2024-09-10,P019,Doll,Toys,4,977.37,3909.48,5,3714.01,79,0,3714.01,Sunny,10.26,81,0.0,8.13,0,,0,0,,Fall
T9819,2024-09-10,P001,Laptop,Electronics,4,177.09,708.36,15,602.11,99,1,481.69,Sunny,10.51,53,0.0,10.52,0,,0,0,,Fall
T4228,2024-09-10,P020,Board Game,Toys,1,60.57,60.57,0,60.57,189,0,60.57,Stormy,5.98,80,15.89,29.13,0,,0,0,,Fall
T2961,2024-09-10,P019,Doll,Toys,9,694.19,6247.71,20,4998.17,86,0,4998.17,Cloudy,14.57,87,0.0,27.44,0,,0,0,,Fall
T6766,2024-09-10,P004,Monitor,Electronics,3,301.18,903.54,5,858.36,129,0,858.36,Stormy,5.17,50,18.73,21.2,0,,0,0,,Fall
T4908,2024-09-10,P012,Jeans,Clothing,9,207.13,1864.17,20,1491.34,168,0,1491.34,Rainy,13.73,67,9.31,22.58,0,,0,0,,Fall
T3617,2024-09-10,P010,Shoes,Clothing,8,208.41,1667.28,0,1667.28,114,0,1667.28,Stormy,13.3,42,4.73,6.57,0,,0,0,,Fall
T9737,2024-09-10,P006,Blender,Home Appliances,7,446.13,3122.91,10,2810.62,44,1,2248.5,Stormy,18.36,64,0.19,8.43,0,,0,0,,Fall
T2925,2024-09-10,P008,Air Fryer,Home Appliances,7,840.65,5884.55,0,5884.55,106,1,4707.64,Sunny,18.0,46,0.0,26.58,0,,0,0,,Fall
T2645,2024-09-10,P013,Winter Coat,Clothing,10,66.81,668.1,5,634.69,117,0,634.69,Sunny,5.48,47,0.0,23.51,0,,0,0,,Fall
T7156,2024-09-11,P007,Vacuum Cleaner,Home Appliances,3,228.08,684.24,15,581.6,57,1,465.28,Stormy,13.62,79,16.45,11.47,0,,0,0,,Fall
T6167,2024-09-11,P016,Bookshelf,Furniture,6,545.16,3270.96,15,2780.32,136,1,2224.26,Cloudy,12.16,35,0.0,23.83,0,,0,0,,Fall
T9652,2024-09-11,P020,Board Game,Toys,6,438.14,2628.84,20,2103.07,147,1,1682.46,Stormy,8.25,85,3.47,29.7,0,,0,0,,Fall
T2091,2024-09-11,P006,Blender,Home Appliances,2,179.45,358.9,20,287.12,58,1,229.7,Snow,11.58,61,2.58,9.1,0,,0,0,,Fall
T6110,2024-09-11,P020,Board Game,Toys,5,576.83,2884.15,15,2451.53,52,0,2451.53,Rainy,5.41,55,12.66,15.95,0,,0,0,,Fall
T1006,2024-09-11,P004,Monitor,Electronics,3,214.08,642.24,0,642.24,186,1,513.79,Rainy,17.98,72,17.77,12.27,0,,0,0,,Fall
T2246,2024-09-11,P017,Mattress,Furniture,10,815.45,8154.5,15,6931.32,187,1,5545.06,Rainy,9.18,61,9.62,7.65,0,,0,0,,Fall
T8771,2024-09-11,P010,Shoes,Clothing,9,45.07,405.63,10,365.07,160,1,292.06,Snow,11.0,78,10.95,29.07,0,,0,0,,Fall
T8346,2024-09-11,P001,Laptop,Electronics,8,254.95,2039.6,10,1835.64,64,1,1468.51,Snow,7.3,68,3.23,28.9,0,,0,0,,Fall
T8043,2024-09-11,P016,Bookshelf,Furniture,9,479.44,4314.96,15,3667.72,135,1,2934.18,Rainy,8.55,69,16.0,21.84,0,,0,0,,Fall
T1622,2024-09-12,P010,Shoes,Clothing,4,775.92,3103.68,5,2948.5,13,1,2358.8,Cloudy,13.66,62,0.0,7.27,0,,0,0,,Fall
T6624,2024-09-12,P007,Vacuum Cleaner,Home Appliances,6,431.64,2589.84,0,2589.84,114,0,2589.84,Rainy,5.9,83,19.41,24.83,0,,0,0,,Fall
T8725,2024-09-12,P014,Sofa,Furniture,10,378.3,3783.0,20,3026.4,185,1,2421.12,Stormy,5.8,57,11.93,17.08,0,,0,0,,Fall
T1476,2024-09-12,P012,Jeans,Clothing,10,978.13,9781.3,20,7825.04,18,0,7825.04,Sunny,13.24,75,0.0,22.84,0,,0,0,,Fall
T3435,2024-09-12,P004,Monitor,Electronics,2,192.3,384.6,15,326.91,159,1,261.53,Rainy,7.72,75,6.74,13.91,0,,0,0,,Fall
T6341,2024-09-12,P005,Keyboard,Accessories,8,612.52,4900.16,15,4165.14,92,0,4165.14,Cloudy,11.48,84,0.0,27.7,0,,0,0,,Fall
T7628,2024-09-12,P013,Winter Coat,Clothing,3,726.72,2180.16,0,2180.16,190,0,2180.16,Snow,5.15,41,18.68,14.48,0,,0,0,,Fall
T8890,2024-09-12,P002,Smartphone,Electronics,9,931.87,8386.83,10,7548.15,152,1,6038.52,Rainy,11.91,41,0.92,16.42,0,,0,0,,Fall
T7139,2024-09-12,P018,Toy Car,Toys,1,781.51,781.51,5,742.43,109,1,593.94,Cloudy,10.89,83,0.0,9.39,0,,0,0,,Fall
T9753,2024-09-12,P016,Bookshelf,Furniture,3,554.79,1664.37,5,1581.15,96,1,1264.92,Cloudy,13.94,67,0.0,8.06,0,,0,0,,Fall
T6708,2024-09-13,P005,Keyboard,Accessories,6,863.37,5180.22,5,4921.21,141,0,4921.21,Stormy,13.12,68,18.82,9.41,0,,0,0,,Fall
T8543,2024-09-13,P017,Mattress,Furniture,3,930.5,2791.5,20,2233.2,61,0,2233.2,Stormy,18.68,83,9.75,13.21,0,,0,0,,Fall
T5381,2024-09-13,P015,Dining Table,Furniture,10,805.21,8052.1,20,6441.68,48,1,5153.34,Rainy,16.28,75,11.6,11.95,0,,0,0,,Fall
T7884,2024-09-13,P007,Vacuum Cleaner,Home Appliances,5,119.06,595.3,5,565.53,57,1,452.42,Cloudy,13.63,58,0.0,25.98,0,,0,0,,Fall
T6066,2024-09-13,P019,Doll,Toys,1,121.14,121.14,15,102.97,185,1,82.38,Rainy,7.24,71,2.1,15.45,0,,0,0,,Fall
T4255,2024-09-13,P015,Dining Table,Furniture,9,244.97,2204.73,20,1763.78,140,0,1763.78,Rainy,19.86,78,18.21,26.13,0,,0,0,,Fall
T1332,2024-09-13,P005,Keyboard,Accessories,6,452.67,2716.02,20,2172.82,170,0,2172.82,Rainy,12.16,84,1.85,5.56,0,,0,0,,Fall
T5707,2024-09-13,P019,Doll,Toys,6,778.94,4673.64,20,3738.91,91,1,2991.13,Snow,10.96,52,15.44,29.03,0,,0,0,,Fall
T9258,2024-09-13,P010,Shoes,Clothing,1,607.99,607.99,15,516.79,121,1,413.43,Cloudy,7.56,44,0.0,22.51,0,,0,0,,Fall
T9739,2024-09-13,P020,Board Game,Toys,10,454.91,4549.1,15,3866.74,17,0,3866.74,Rainy,9.39,52,13.53,5.7,0,,0,0,,Fall
T4290,2024-09-14,P012,Jeans,Clothing,10,58.52,585.2,0,585.2,56,0,585.2,Rainy,11.12,48,6.53,13.15,0,,1,0,,Fall
T9217,2024-09-14,P017,Mattress,Furniture,7,263.04,1841.28,0,1841.28,85,1,1473.02,Cloudy,14.99,56,0.0,17.66,0,,1,0,,Fall
T6189,2024-09-14,P020,Board Game,Toys,3,98.37,295.11,10,265.6,112,1,212.48,Cloudy,11.6,60,0.0,29.81,0,,1,0,,Fall
T4206,2024-09-14,P018,Toy Car,Toys,3,187.0,561.0,5,532.95,42,1,426.36,Rainy,17.55,73,2.33,16.63,0,,1,0,,Fall
T4455,2024-09-14,P002,Smartphone,Electronics,1,286.43,286.43,5,272.11,67,1,217.69,Cloudy,9.31,52,0.0,27.76,0,,1,0,,Fall
T2333,2024-09-14,P011,T-shirt,Clothing,3,863.02,2589.06,5,2459.61,188,0,2459.61,Cloudy,6.23,54,0.0,10.05,0,,1,0,,Fall
T9420,2024-09-14,P015,Dining Table,Furniture,2,401.92,803.84,10,723.46,33,0,723.46,Stormy,7.76,83,11.46,15.42,0,,1,0,,Fall
T5701,2024-09-14,P017,Mattress,Furniture,8,123.27,986.16,10,887.54,109,1,710.03,Rainy,9.36,85,8.92,25.52,0,,1,0,,Fall
T7751,2024-09-14,P018,Toy Car,Toys,1,969.37,969.37,10,872.43,176,1,697.94,Cloudy,19.97,76,0.0,10.2,0,,1,0,,Fall
T5049,2024-09-14,P020,Board Game,Toys,4,185.46,741.84,15,630.56,43,0,630.56,Stormy,18.29,61,0.5,29.01,0,,1,0,,Fall
T5206,2024-09-15,P012,Jeans,Clothing,10,613.02,6130.2,0,6130.2,114,0,6130.2,Cloudy,16.69,35,0.0,18.87,0,,1,0,,Fall
T6770,2024-09-15,P003,Headphones,Electronics,3,962.34,2887.02,20,2309.62,14,1,1847.7,Stormy,8.44,59,19.05,17.57,0,,1,0,,Fall
T7278,2024-09-15,P006,Blender,Home Appliances,3,494.27,1482.81,20,1186.25,12,1,949.0,Sunny,5.6,90,0.0,15.97,0,,1,0,,Fall
T2736,2024-09-15,P001,Laptop,Electronics,4,252.04,1008.16,0,1008.16,59,1,806.53,Sunny,8.34,46,0.0,10.11,0,,1,0,,Fall
T4913,2024-09-15,P012,Jeans,Clothing,6,282.48,1694.88,0,1694.88,79,1,1355.9,Cloudy,11.05,34,0.0,19.9,0,,1,0,,Fall
T7273,2024-09-15,P002,Smartphone,Electronics,2,939.94,1879.88,15,1597.9,27,1,1278.32,Stormy,17.42,62,19.91,15.09,0,,1,0,,Fall
T8767,2024-09-15,P018,Toy Car,Toys,7,636.77,4457.39,0,4457.39,122,0,4457.39,Snow,19.94,37,5.85,10.97,0,,1,0,,Fall
T5998,2024-09-15,P014,Sofa,Furniture,3,606.92,1820.76,0,1820.76,95,0,1820.76,Rainy,7.34,60,14.15,28.87,0,,1,0,,Fall
T3652,2024-09-15,P009,Coffee Machine,Home Appliances,1,394.43,394.43,15,335.27,164,0,335.27,Sunny,18.15,58,0.0,13.62,0,,1,0,,Fall
T4993,2024-09-15,P013,Winter Coat,Clothing,5,742.6,3713.0,5,3527.35,171,1,2821.88,Rainy,6.01,44,17.13,9.3,0,,1,0,,Fall
T8436,2024-09-16,P002,Smartphone,Electronics,1,467.69,467.69,0,467.69,14,1,374.15,Rainy,12.85,72,17.9,9.44,0,,0,0,,Fall
T2353,2024-09-16,P016,Bookshelf,Furniture,10,873.21,8732.1,20,6985.68,67,1,5588.54,Cloudy,14.14,58,0.0,29.66,0,,0,0,,Fall
T7610,2024-09-16,P011,T-shirt,Clothing,1,154.87,154.87,0,154.87,145,1,123.9,Stormy,8.12,63,13.04,17.95,0,,0,0,,Fall
T5174,2024-09-16,P001,Laptop,Electronics,1,74.05,74.05,15,62.94,91,0,62.94,Sunny,6.74,64,0.0,27.58,0,,0,0,,Fall
T5744,2024-09-16,P010,Shoes,Clothing,3,770.6,2311.8,0,2311.8,82,1,1849.44,Sunny,14.5,71,0.0,27.21,0,,0,0,,Fall
T1084,2024-09-16,P004,Monitor,Electronics,10,459.49,4594.9,5,4365.15,148,0,4365.15,Cloudy,8.42,77,0.0,19.25,0,,0,0,,Fall
T4061,2024-09-16,P018,Toy Car,Toys,1,72.28,72.28,15,61.44,148,0,61.44,Stormy,5.07,40,18.16,13.69,0,,0,0,,Fall
T9824,2024-09-16,P020,Board Game,Toys,3,826.69,2480.07,5,2356.07,187,1,1884.86,Sunny,13.17,87,0.0,25.66,0,,0,0,,Fall
T2632,2024-09-16,P015,Dining Table,Furniture,6,409.61,2457.66,20,1966.13,157,0,1966.13,Sunny,11.56,42,0.0,28.14,0,,0,0,,Fall
T3830,2024-09-16,P011,T-shirt,Clothing,7,979.66,6857.62,0,6857.62,100,0,6857.62,Stormy,18.14,34,0.32,16.59,0,,0,0,,Fall
T1984,2024-09-17,P009,Coffee Machine,Home Appliances,1,595.57,595.57,5,565.79,16,1,452.63,Rainy,7.5,44,0.26,29.49,0,,0,0,,Fall
T6303,2024-09-17,P010,Shoes,Clothing,2,424.22,848.44,15,721.17,60,0,721.17,Cloudy,19.99,53,0.0,10.11,0,,0,0,,Fall
T4191,2024-09-17,P018,Toy Car,Toys,8,263.82,2110.56,0,2110.56,47,0,2110.56,Cloudy,8.2,68,0.0,18.12,0,,0,0,,Fall
T1714,2024-09-17,P001,Laptop,Electronics,3,379.6,1138.8,0,1138.8,139,0,1138.8,Snow,14.88,90,12.67,14.81,0,,0,0,,Fall
T6723,2024-09-17,P019,Doll,Toys,9,132.01,1188.09,15,1009.88,73,1,807.9,Snow,15.5,86,13.35,9.39,0,,0,0,,Fall
T8175,2024-09-17,P004,Monitor,Electronics,5,411.64,2058.2,5,1955.29,127,1,1564.23,Rainy,17.62,90,17.59,12.04,0,,0,0,,Fall
T7809,2024-09-17,P017,Mattress,Furniture,7,36.65,256.55,15,218.07,168,0,218.07,Cloudy,10.34,52,0.0,10.07,0,,0,0,,Fall
T6787,2024-09-17,P013,Winter Coat,Clothing,9,54.05,486.45,0,486.45,168,1,389.16,Sunny,10.27,48,0.0,8.11,0,,0,0,,Fall
T6109,2024-09-17,P012,Jeans,Clothing,7,166.26,1163.82,5,1105.63,91,0,1105.63,Cloudy,15.42,82,0.0,18.94,0,,0,0,,Fall
T4533,2024-09-17,P007,Vacuum Cleaner,Home Appliances,1,265.1,265.1,5,251.84,47,1,201.47,Snow,14.66,37,15.55,24.04,0,,0,0,,Fall
