Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales
T2510,2027-02-19,Camera,16,587.3,5,87,1,Sunny,5.4,61,45.55,23.52,1,1,1,Summer,Electronics,9396.8,8926.96,8339.66,18,1,13,13
T2511,2027-02-20,Laptop,6,583.18,0,318,1,Rainy,10.47,27,19.92,84.32,0,0,1,Summer,Electronics,3499.08,3499.08,2915.9,5,4,16,17
T2512,2027-02-21,Camera,8,63.97,20,438,0,Rainy,22.63,91,31.69,85.31,0,1,1,Summer,Electronics,511.76,409.408,409.408,16,19,1,15
T2513,2027-02-22,Sofa,13,320.9,20,29,1,Stormy,33.74,67,43.01,73.28,1,0,0,Winter,Furniture,4171.7,3337.36,3016.46,1,3,5,18
T2514,2027-02-23,Camera,16,504.21,0,22,1,Sunny,28.89,58,49.18,61.51,0,1,0,Fall,Electronics,8067.36,8067.36,7563.15,8,17,16,11
T2515,2027-02-24,Bookshelf,3,224.41,5,321,1,Stormy,19.9,41,25.19,86.78,0,1,0,Winter,Furniture,673.23,639.5685,415.1585,2,8,18,18
T2516,2027-02-25,Microwave,19,873.9,0,285,1,Snow,11.3,57,22.79,16.33,1,1,1,Fall,Kitchen,16604.1,16604.1,15730.2,1,6,17,11
T2517,2027-02-26,Television,12,96.24,0,48,1,Rainy,11.43,54,3.79,93.16,0,0,0,Fall,Electronics,1154.88,1154.88,1058.64,8,15,11,16
T2518,2027-02-27,Television,16,492.51,20,5,0,Rainy,34.57,63,0.64,94.72,0,0,1,Fall,Electronics,7880.16,6304.128,6304.128,12,16,10,10
T2519,2027-02-28,Bookshelf,11,694.5,5,250,0,Snow,-3.23,94,30.44,87.2,1,1,0,Winter,Furniture,7639.5,7257.525,7257.525,3,16,11,15
T2520,2027-03-01,Action Figure,10,269.13,10,163,0,Sunny,39.46,55,3.27,25.07,1,0,1,Spring,Toys,2691.3,2422.17,2422.17,4,9,13,6
T2521,2027-03-02,Sofa,4,628,20,202,0,Rainy,24.9,40,19.02,85.82,0,0,0,Summer,Furniture,2512,2009.6,2009.6,13,14,10,15
T2522,2027-03-03,Blender,12,831.09,10,467,0,Cloudy,25.65,46,0.18,49.76,1,1,1,Spring,Kitchen,9973.08,8975.772,8975.772,19,15,10,3
T2523,2027-03-04,Coffee Maker,2,198.43,5,101,1,Cloudy,-3.29,25,30.76,59.49,0,1,0,Spring,Kitchen,396.86,377.017,178.587,16,12,17,17
T2524,2027-03-05,Dining Table,19,918.05,0,71,0,Sunny,22.25,55,21.27,84.06,0,0,0,Spring,Furniture,17442.95,17442.95,17442.95,15,4,12,1
T2525,2027-03-06,Laptop,5,558.02,15,430,0,Snow,16.82,55,6.35,2.96,0,1,0,Summer,Electronics,2790.1,2371.585,2371.585,6,15,13,11
T2526,2027-03-07,Monitor,8,306.24,15,163,1,Stormy,-0.24,87,14.82,36.29,0,0,1,Spring,Electronics,2449.92,2082.432,1776.192,1,3,6,19
T2527,2027-03-08,Camera,7,436.55,5,173,0,Sunny,7.51,97,28.48,81.57,1,0,0,Summer,Electronics,3055.85,2903.0575,2903.0575,16,5,6,18
T2528,2027-03-09,Watch,14,319.07,15,141,0,Stormy,35.06,98,32.84,81.4,1,1,0,Summer,Clothing,4466.98,3796.933,3796.933,6,1,6,17
T2529,2027-03-10,Sneakers,3,727.86,10,138,0,Sunny,19.75,70,23.12,84.87,0,0,0,Summer,Clothing,2183.58,1965.222,1965.222,14,4,18,8
T2530,2027-03-11,Blender,18,798.34,15,66,0,Cloudy,13.6,55,40.2,16.92,1,1,1,Fall,Kitchen,14370.12,12214.602,12214.602,12,9,19,4
T2531,2027-03-12,Bookshelf,16,834.61,5,198,1,Snow,-1.73,60,5.62,70.59,0,0,0,Fall,Furniture,13353.76,12686.072,11851.462,11,16,15,14
T2532,2027-03-13,Microwave,19,985.91,5,328,1,Cloudy,27.14,71,4.23,14.65,0,0,1,Spring,Kitchen,18732.29,17795.6755,16809.7655,19,5,18,4
T2533,2027-03-14,Microwave,19,793.37,10,228,0,Snow,26.63,44,2.21,78.51,1,0,0,Fall,Kitchen,15074.03,13566.627,13566.627,19,14,19,17
T2534,2027-03-15,T-shirt,18,605.37,15,281,1,Stormy,22.63,90,26.79,24.51,1,0,0,Summer,Clothing,10896.66,9262.161,8656.791,11,9,4,18
T2535,2027-03-16,T-shirt,16,345.83,15,172,0,Sunny,17.96,51,35.31,73.78,0,0,1,Fall,Clothing,5533.28,4703.288,4703.288,18,9,2,11
T2536,2027-03-17,Toy Car,8,549.15,0,316,1,Rainy,14.52,54,6.53,45.5,1,0,1,Summer,Toys,4393.2,4393.2,3844.05,6,5,5,9
T2537,2027-03-18,Toy Car,1,50.66,20,431,1,Rainy,21.7,77,31.95,98.63,0,1,0,Winter,Toys,50.66,40.528,-10.132,8,3,7,13
T2538,2027-03-19,Sneakers,17,747.38,5,40,1,Snow,5.5,84,23.85,57.99,1,0,1,Fall,Clothing,12705.46,12070.187,11322.807,3,17,11,6
T2539,2027-03-20,Dining Table,12,451.5,0,7,1,Snow,37.36,56,49.37,63.26,1,0,1,Spring,Furniture,5418,5418,4966.5,19,15,8,11
T2540,2027-03-21,T-shirt,11,29.82,5,174,1,Cloudy,21.5,88,35.87,36.82,0,0,1,Winter,Clothing,328.02,311.619,281.799,16,2,8,6
T2541,2027-03-22,Television,5,71.88,0,151,1,Rainy,9,39,32.87,73.45,1,1,0,Winter,Electronics,359.4,359.4,287.52,16,19,10,8
T2542,2027-03-23,Toy Car,12,393.59,20,211,1,Cloudy,15.24,33,28.52,49.49,1,0,0,Fall,Toys,4723.08,3778.464,3384.874,1,7,3,1
T2543,2027-03-24,Microwave,17,587.59,0,302,1,Stormy,31.26,75,49.87,1.81,0,0,0,Fall,Kitchen,9989.03,9989.03,9401.44,19,2,13,4
T2544,2027-03-25,Bookshelf,6,469.56,5,86,1,Rainy,2.27,52,49.02,60.86,0,0,1,Spring,Furniture,2817.36,2676.492,2206.932,16,8,5,2
T2545,2027-03-26,Laptop,1,623.01,15,397,1,Stormy,8.18,43,26.91,83.05,0,1,1,Winter,Electronics,623.01,529.5585,-93.4515,5,6,1,18
T2546,2027-03-27,Bookshelf,5,485.49,5,253,1,Sunny,25.58,32,22.76,23.68,0,1,1,Summer,Furniture,2427.45,2306.0775,1820.5875,6,15,18,1
T2547,2027-03-28,Toy Car,14,665.09,10,21,0,Cloudy,9.2,70,23.11,22.11,0,1,1,Fall,Toys,9311.26,8380.134,8380.134,12,19,8,14
T2548,2027-03-29,Board Game,5,226.93,10,257,1,Snow,30.66,46,21.42,60.89,0,0,0,Winter,Toys,1134.65,1021.185,794.255,6,8,11,10
T2549,2027-03-30,Camera,1,121.71,10,379,0,Rainy,0.87,22,26.57,81.8,1,0,1,Winter,Electronics,121.71,109.539,109.539,7,9,6,5
T2550,2027-03-31,Monitor,18,600.47,10,403,1,Cloudy,29.32,80,13.68,24.96,0,0,0,Summer,Electronics,10808.46,9727.614,9127.144,8,7,9,4
T2551,2027-04-01,Watch,16,489.84,20,381,0,Snow,-1.92,16,46.34,93.23,0,1,1,Winter,Clothing,7837.44,6269.952,6269.952,14,14,3,11
T2552,2027-04-02,Toy Car,9,36.6,15,444,0,Sunny,-4.43,51,24.51,92.74,0,0,0,Fall,Toys,329.4,279.99,279.99,14,3,10,16
T2553,2027-04-03,Monitor,19,386.68,15,33,0,Rainy,35.42,47,42.1,20.05,1,1,0,Summer,Electronics,7346.92,6244.882,6244.882,18,19,18,14
T2554,2027-04-04,Action Figure,5,115.06,5,260,1,Stormy,21.16,61,23.77,26.38,0,1,1,Fall,Toys,575.3,546.535,431.475,10,19,16,17
T2555,2027-04-05,Smartphone,2,536.04,0,234,1,Sunny,10.83,53,35.91,70.06,0,0,1,Spring,Electronics,1072.08,1072.08,536.04,19,4,13,16
T2556,2027-04-06,Sofa,15,401.82,5,3,1,Snow,5.47,73,16.84,95.17,1,0,1,Winter,Furniture,6027.3,5725.935,5324.115,4,13,11,8
T2557,2027-04-07,Microwave,7,617.02,5,347,1,Rainy,22.76,22,31.24,70.99,1,1,0,Fall,Kitchen,4319.14,4103.183,3486.163,17,16,4,13
T2558,2027-04-08,Wardrobe,4,807.55,5,308,0,Rainy,17.91,97,24.92,44.49,0,0,1,Fall,Furniture,3230.2,3068.69,3068.69,17,7,12,10
T2559,2027-04-09,Board Game,1,306.67,5,489,1,Sunny,39.62,37,18.36,16.9,1,1,0,Spring,Toys,306.67,291.3365,-15.3335,5,11,17,9
T2560,2027-04-10,Dining Table,13,962.48,15,227,1,Rainy,39.24,91,44.08,46.1,1,1,1,Winter,Furniture,12512.24,10635.404,9672.924,12,7,4,7
T2561,2027-04-11,Microwave,7,540.28,0,284,1,Snow,23.58,10,5.64,60.68,0,0,0,Fall,Kitchen,3781.96,3781.96,3241.68,7,17,19,16
T2562,2027-04-12,Bookshelf,15,622.11,5,70,1,Sunny,14.93,52,24.35,33.1,0,0,1,Summer,Furniture,9331.65,8865.0675,8242.9575,5,17,8,18
T2563,2027-04-13,Wardrobe,14,683.87,15,454,1,Stormy,17.1,51,9.72,51.03,0,0,0,Fall,Furniture,9574.18,8138.053,7454.183,4,18,9,5
T2564,2027-04-14,Toy Car,19,670.06,5,439,1,Sunny,25.71,59,43.05,13.02,1,0,0,Fall,Toys,12731.14,12094.583,11424.523,9,12,17,3
T2565,2027-04-15,Camera,18,515.86,10,313,1,Sunny,-0.43,69,12.67,45.22,0,0,0,Fall,Electronics,9285.48,8356.932,7841.072,1,6,17,2
T2566,2027-04-16,Dining Table,10,434.48,5,364,1,Stormy,9.78,10,31.67,9.08,1,0,1,Fall,Furniture,4344.8,4127.56,3693.08,13,5,14,1
T2567,2027-04-17,Headphones,9,63.24,5,471,0,Snow,-1.61,60,8.28,4.91,0,0,0,Winter,Electronics,569.16,540.702,540.702,19,2,2,1
T2568,2027-04-18,Dining Table,8,31.86,20,254,0,Cloudy,-1.7,25,20.25,85.72,1,1,1,Fall,Furniture,254.88,203.904,203.904,10,16,14,17
T2569,2027-04-19,Headphones,10,364.38,10,481,1,Cloudy,3.81,48,44.97,20.51,0,0,0,Spring,Electronics,3643.8,3279.42,2915.04,9,6,10,13
T2570,2027-04-20,Action Figure,17,340.32,0,144,1,Stormy,16.84,24,8.3,57.52,1,0,1,Fall,Toys,5785.44,5785.44,5445.12,5,8,5,11
T2571,2027-04-21,Headphones,2,393.82,5,24,1,Snow,30.31,42,33.16,14.9,0,0,1,Summer,Electronics,787.64,748.258,354.438,10,5,1,6
T2572,2027-04-22,Dining Table,6,146.98,0,453,1,Rainy,16.85,96,10.23,26.25,0,0,0,Summer,Furniture,881.88,881.88,734.9,8,10,12,2
T2573,2027-04-23,Laptop,5,740.79,10,425,0,Stormy,10.1,62,20.79,36.13,0,1,0,Fall,Electronics,3703.95,3333.555,3333.555,1,1,5,4
T2574,2027-04-24,Sofa,9,858.39,5,234,0,Cloudy,-1.29,26,27.03,14.37,1,0,1,Fall,Furniture,7725.51,7339.2345,7339.2345,15,10,15,15
T2575,2027-04-25,Watch,5,939.33,20,333,1,Snow,19.76,98,28.87,4.6,1,1,0,Spring,Clothing,4696.65,3757.32,2817.99,16,17,13,10
T2576,2027-04-26,Toy Car,18,497.44,15,175,0,Sunny,7.21,15,30.13,87.72,0,1,1,Spring,Toys,8953.92,7610.832,7610.832,19,6,6,6
T2577,2027-04-27,Toy Car,9,703.86,20,332,0,Snow,22.67,40,32.01,1.18,1,1,1,Winter,Toys,6334.74,5067.792,5067.792,18,8,5,17
T2578,2027-04-28,Microwave,17,857,20,325,1,Snow,38.97,78,13.59,6.13,0,1,1,Winter,Kitchen,14569,11655.2,10798.2,7,1,14,18
T2579,2027-04-29,Monitor,17,424.11,15,357,1,Cloudy,0.01,49,20.07,80.51,1,1,1,Summer,Electronics,7209.87,6128.3895,5704.2795,19,13,4,16
T2580,2027-04-30,T-shirt,12,316.32,15,159,1,Cloudy,4.55,39,1.87,28.2,0,0,1,Fall,Clothing,3795.84,3226.464,2910.144,11,17,9,5
T2581,2027-05-01,Bookshelf,7,937.36,15,348,0,Rainy,16.29,78,38.44,72.28,1,1,1,Fall,Furniture,6561.52,5577.292,5577.292,15,2,13,6
T2582,2027-05-02,Television,3,520.52,5,348,0,Rainy,38.59,85,41.85,14.62,1,1,1,Spring,Electronics,1561.56,1483.482,1483.482,5,2,11,14
T2583,2027-05-03,Action Figure,10,502.28,0,286,1,Stormy,29.73,16,9.96,23.73,1,0,1,Spring,Toys,5022.8,5022.8,4520.52,17,11,1,19
T2584,2027-05-04,Smartphone,2,186.63,0,18,1,Sunny,35.42,22,10.07,57.28,1,1,1,Winter,Electronics,373.26,373.26,186.63,2,17,13,14
T2585,2027-05-05,Monitor,3,117.07,15,44,0,Rainy,10.02,13,2.1,98.86,1,0,0,Winter,Electronics,351.21,298.5285,298.5285,17,10,10,19
T2586,2027-05-06,Television,16,843.69,20,155,0,Cloudy,39.64,59,48.52,7.34,0,0,1,Summer,Electronics,13499.04,10799.232,10799.232,3,9,8,9
T2587,2027-05-07,Dining Table,2,617.99,10,355,1,Snow,-0.37,12,40.36,40.06,1,0,1,Spring,Furniture,1235.98,1112.382,494.392,6,15,7,18
T2588,2027-05-08,Coffee Maker,10,332.57,15,410,0,Stormy,-2.62,21,18.04,4.31,1,0,1,Fall,Kitchen,3325.7,2826.845,2826.845,2,10,8,7
T2589,2027-05-09,Watch,6,199.82,20,377,1,Rainy,33.5,74,24.1,19.92,1,1,0,Spring,Clothing,1198.92,959.136,759.316,5,12,7,10
T2590,2027-05-10,Microwave,11,559.94,20,231,1,Snow,36.73,36,14.6,90.75,1,1,0,Spring,Kitchen,6159.34,4927.472,4367.532,17,19,6,7
T2591,2027-05-11,Sneakers,7,588.08,5,497,0,Snow,-0.92,59,29.86,9.65,0,1,0,Spring,Clothing,4116.56,3910.732,3910.732,17,17,18,9
T2592,2027-05-12,Sneakers,15,214.92,5,371,0,Rainy,0.1,86,35.87,85.69,1,0,0,Winter,Clothing,3223.8,3062.61,3062.61,7,10,9,15
T2593,2027-05-13,Headphones,6,852.89,0,316,0,Sunny,-3.51,26,22.37,17.78,1,0,0,Fall,Electronics,5117.34,5117.34,5117.34,2,1,11,11
T2594,2027-05-14,Board Game,9,93.42,0,402,1,Sunny,-0.3,81,43.68,86.18,0,0,0,Fall,Toys,840.78,840.78,747.36,1,18,18,14
T2595,2027-05-15,Board Game,12,362.53,10,225,1,Stormy,4.42,41,25.85,53.8,0,1,1,Winter,Toys,4350.36,3915.324,3552.794,9,3,12,4
T2596,2027-05-16,Laptop,19,683.58,10,217,1,Sunny,38.65,93,7.21,87.82,1,0,0,Winter,Electronics,12988.02,11689.218,11005.638,5,2,17,4
T2597,2027-05-17,T-shirt,3,281.38,10,56,1,Stormy,25.05,60,31.11,15.17,0,1,0,Fall,Clothing,844.14,759.726,478.346,12,7,19,15
T2598,2027-05-18,Camera,15,829.4,10,31,1,Cloudy,30.03,26,23.11,76.2,1,1,0,Summer,Electronics,12441,11196.9,10367.5,18,18,4,13
T2599,2027-05-19,Action Figure,2,742.47,20,357,1,Rainy,29.93,43,46.78,68.07,1,0,0,Spring,Toys,1484.94,1187.952,445.482,10,6,5,4
T2600,2027-05-20,Sneakers,2,791.13,20,59,0,Snow,19.08,44,19.59,54.29,0,0,0,Fall,Clothing,1582.26,1265.808,1265.808,15,7,9,4
T2601,2027-05-21,Sofa,3,127.92,0,380,1,Stormy,30.89,33,20.14,81.06,1,0,1,Winter,Furniture,383.76,383.76,255.84,9,17,3,1
T2602,2027-05-22,Headphones,6,149.14,5,386,1,Sunny,21.81,63,32.54,64.83,0,0,1,Fall,Electronics,894.84,850.098,700.958,6,15,13,18
T2603,2027-05-23,Sofa,15,293.61,5,353,1,Stormy,9.15,27,26.35,87.7,0,0,0,Spring,Furniture,4404.15,4183.9425,3890.3325,3,3,13,10
T2604,2027-05-24,Laptop,10,522.9,15,423,1,Stormy,20.25,59,18.72,38.11,1,1,1,Fall,Electronics,5229,4444.65,3921.75,19,14,11,3
T2605,2027-05-25,Wardrobe,9,750.54,20,445,0,Sunny,19.01,55,49.49,58.99,1,1,0,Winter,Furniture,6754.86,5403.888,5403.888,14,7,5,1
T2606,2027-05-26,Headphones,1,838.17,10,235,1,Sunny,32.06,57,15.11,87.06,0,0,1,Summer,Electronics,838.17,754.353,-83.817,6,8,19,17
T2607,2027-05-27,Monitor,16,707.29,10,107,0,Rainy,39.18,42,13.88,21.48,1,0,1,Winter,Electronics,11316.64,10184.976,10184.976,3,9,4,9
T2608,2027-05-28,Board Game,6,929.31,15,191,0,Snow,13.5,96,43.22,48.57,0,0,0,Summer,Toys,5575.86,4739.481,4739.481,12,7,13,11
T2609,2027-05-29,Board Game,9,741.36,5,480,1,Rainy,29.35,98,0.17,96.07,0,1,0,Spring,Toys,6672.24,6338.628,5597.268,6,15,5,9
T2610,2027-05-30,Smartphone,4,313.21,10,18,1,Rainy,-0.51,36,10.06,47.36,0,1,0,Winter,Electronics,1252.84,1127.556,814.346,2,15,1,7
T2611,2027-05-31,Television,2,272.43,5,401,0,Sunny,29.96,10,29.52,25.28,0,1,1,Fall,Electronics,544.86,517.617,517.617,16,1,13,5
T2612,2027-06-01,Microwave,4,699.23,15,226,0,Sunny,11.71,94,8.12,35.11,1,1,1,Winter,Kitchen,2796.92,2377.382,2377.382,11,19,5,8
T2613,2027-06-02,Dining Table,1,200.94,5,167,1,Snow,-3.23,68,49.29,88.51,1,0,0,Winter,Furniture,200.94,190.893,-10.047,2,19,4,19
T2614,2027-06-03,T-shirt,19,101.79,5,71,0,Stormy,11.35,19,23.21,95.49,1,1,0,Spring,Clothing,1934.01,1837.3095,1837.3095,3,17,17,1
T2615,2027-06-04,Action Figure,10,536.9,5,362,1,Rainy,22.48,34,29.87,95.01,1,1,1,Summer,Toys,5369,5100.55,4563.65,2,12,5,19
T2616,2027-06-05,Blender,15,823.43,10,54,1,Snow,0.37,93,8.02,69.89,1,0,0,Summer,Kitchen,12351.45,11116.305,10292.875,18,8,2,17
T2617,2027-06-06,Watch,19,110.37,0,245,0,Rainy,36.58,66,14.47,50.96,1,0,1,Fall,Clothing,2097.03,2097.03,2097.03,6,15,14,9
T2618,2027-06-07,Monitor,16,793.97,20,483,1,Stormy,-1.5,75,30.73,18.27,0,1,1,Winter,Electronics,12703.52,10162.816,9368.846,16,1,7,7
T2619,2027-06-08,Sneakers,4,813.46,5,350,1,Rainy,36.85,24,27.48,12.32,1,0,0,Spring,Clothing,3253.84,3091.148,2277.688,2,17,4,14
T2620,2027-06-09,Coffee Maker,2,487.45,5,76,1,Cloudy,26.82,37,39.22,5.98,0,0,1,Summer,Kitchen,974.9,926.155,438.705,10,5,4,3
T2621,2027-06-10,Watch,13,66.74,5,35,0,Snow,9.84,22,13.46,1.77,0,0,1,Fall,Clothing,867.62,824.239,824.239,19,13,11,9
T2622,2027-06-11,Watch,1,182.84,0,267,0,Sunny,12.58,23,32.68,87.81,0,1,1,Summer,Clothing,182.84,182.84,182.84,13,6,2,3
T2623,2027-06-12,Microwave,17,710.35,15,317,0,Rainy,28.34,75,14.55,80.91,1,1,1,Fall,Kitchen,12075.95,10264.5575,10264.5575,4,19,14,17
T2624,2027-06-13,Camera,13,714.66,10,300,1,Snow,22.07,43,29.34,56.78,0,0,0,Summer,Electronics,9290.58,8361.522,7646.862,15,16,1,6
T2625,2027-06-14,Smartphone,4,899.37,0,121,0,Snow,25.22,34,30.25,99.87,1,0,1,Fall,Electronics,3597.48,3597.48,3597.48,4,3,16,17
T2626,2027-06-15,Board Game,7,586.86,5,324,0,Rainy,12.51,63,6.09,95.31,0,1,0,Summer,Toys,4108.02,3902.619,3902.619,9,6,16,6
T2627,2027-06-16,Television,17,132.87,0,25,0,Sunny,16.95,88,27.43,65.51,1,1,1,Summer,Electronics,2258.79,2258.79,2258.79,2,8,2,1
T2628,2027-06-17,Blender,9,130.2,0,432,1,Sunny,39.54,21,0.6,46.46,1,0,0,Winter,Kitchen,1171.8,1171.8,1041.6,15,4,2,13
T2629,2027-06-18,Microwave,4,723.92,0,160,1,Rainy,4.63,18,25.06,15.22,1,0,1,Fall,Kitchen,2895.68,2895.68,2171.76,17,17,2,13
T2630,2027-06-19,Smartphone,19,191.95,15,84,0,Snow,13.8,40,34.88,51.56,1,1,1,Fall,Electronics,3647.05,3099.9925,3099.9925,4,4,13,11
T2631,2027-06-20,Blender,1,335.1,20,114,0,Sunny,8.13,87,3.64,15.77,1,0,0,Winter,Kitchen,335.1,268.08,268.08,9,15,3,16
T2632,2027-06-21,Board Game,10,492.34,10,223,0,Rainy,29.43,62,46.94,39.85,0,1,1,Winter,Toys,4923.4,4431.06,4431.06,7,5,8,2
T2633,2027-06-22,Action Figure,4,34.52,15,388,1,Rainy,29.38,52,22.94,94.26,1,0,0,Summer,Toys,138.08,117.368,82.848,10,4,3,7
T2634,2027-06-23,Board Game,9,256.33,15,166,0,Rainy,8.16,47,46.92,34.2,1,1,1,Summer,Toys,2306.97,1960.9245,1960.9245,10,1,11,13
T2635,2027-06-24,Microwave,13,413.81,20,191,1,Snow,-1.34,51,5.37,15.28,0,0,0,Summer,Kitchen,5379.53,4303.624,3889.814,4,7,16,12
T2636,2027-06-25,Board Game,14,286.84,15,175,1,Sunny,-4.49,81,47.5,58.24,1,1,0,Winter,Toys,4015.76,3413.396,3126.556,9,9,18,9
T2637,2027-06-26,Wardrobe,10,145.01,0,1,1,Snow,14.24,57,5.46,60.24,1,0,1,Summer,Furniture,1450.1,1450.1,1305.09,9,4,17,7
T2638,2027-06-27,Wardrobe,6,730.73,0,387,0,Cloudy,13.47,76,23.07,19.38,1,0,1,Winter,Furniture,4384.38,4384.38,4384.38,10,9,14,19
T2639,2027-06-28,Microwave,16,815.02,5,229,0,Sunny,39.48,75,46.9,19.66,1,0,1,Summer,Kitchen,13040.32,12388.304,12388.304,13,7,17,19
T2640,2027-06-29,Action Figure,6,264.9,15,86,1,Snow,16.14,25,11.64,98.95,1,0,1,Winter,Toys,1589.4,1350.99,1086.09,4,10,9,19
T2641,2027-06-30,Action Figure,17,776.68,5,62,1,Sunny,6.54,92,1.74,24.33,0,1,1,Fall,Toys,13203.56,12543.382,11766.702,6,5,19,5
T2642,2027-07-01,Laptop,10,391.7,10,320,1,Cloudy,35.11,25,39.66,83.82,1,0,1,Spring,Electronics,3917,3525.3,3133.6,10,5,3,6
T2643,2027-07-02,Microwave,18,511.62,0,401,1,Stormy,17.1,40,29.79,47.03,0,1,1,Summer,Kitchen,9209.16,9209.16,8697.54,16,17,1,10
T2644,2027-07-03,Bookshelf,18,857.44,10,382,0,Rainy,21.96,67,25.7,43.5,1,1,1,Summer,Furniture,15433.92,13890.528,13890.528,7,3,8,1
T2645,2027-07-04,Sneakers,3,752.45,20,206,0,Snow,-0.69,37,1.72,29.5,0,0,1,Winter,Clothing,2257.35,1805.88,1805.88,4,14,10,10
T2646,2027-07-05,Headphones,15,807.07,0,105,1,Cloudy,12.23,13,32.66,77.38,0,1,0,Fall,Electronics,12106.05,12106.05,11298.98,1,19,8,9
T2647,2027-07-06,Camera,15,145.48,10,318,1,Cloudy,37.49,19,8.58,88.07,0,0,0,Fall,Electronics,2182.2,1963.98,1818.5,13,8,19,7
T2648,2027-07-07,Board Game,4,79.02,20,291,1,Sunny,21.53,60,46.56,26.11,1,1,0,Summer,Toys,316.08,252.864,173.844,14,12,3,7
T2649,2027-07-08,Smartphone,9,894.47,10,250,0,Sunny,10.5,27,34.29,9.51,1,0,1,Winter,Electronics,8050.23,7245.207,7245.207,19,4,18,10
T2650,2027-07-09,Monitor,19,393.96,20,13,1,Rainy,23.16,56,35.35,13.69,0,0,0,Winter,Electronics,7485.24,5988.192,5594.232,16,8,3,3
T2651,2027-07-10,Laptop,17,295,20,163,0,Sunny,35.97,41,11.63,79.28,1,1,1,Spring,Electronics,5015,4012,4012,10,6,4,10
T2652,2027-07-11,Board Game,11,727.45,0,43,1,Snow,7.33,39,44.04,43.58,1,1,1,Fall,Toys,8001.95,8001.95,7274.5,4,6,7,15
T2653,2027-07-12,Board Game,9,838.05,5,386,0,Snow,17.73,45,26.89,13.19,0,0,1,Spring,Toys,7542.45,7165.3275,7165.3275,11,9,15,19
T2654,2027-07-13,Smartphone,10,863.86,20,440,0,Snow,38.14,18,42.85,34.03,1,1,1,Fall,Electronics,8638.6,6910.88,6910.88,9,19,15,3
T2655,2027-07-14,Wardrobe,18,322.84,20,111,1,Stormy,2.76,45,13.55,51.42,0,0,0,Summer,Furniture,5811.12,4648.896,4326.056,6,3,10,17
T2656,2027-07-15,Toy Car,13,853.69,0,205,0,Snow,27.38,38,37.77,85.21,1,0,0,Summer,Toys,11097.97,11097.97,11097.97,9,1,3,17
T2657,2027-07-16,Sneakers,8,50.52,5,384,0,Sunny,22.65,25,28.73,64.17,0,1,0,Winter,Clothing,404.16,383.952,383.952,3,3,4,15
T2658,2027-07-17,Microwave,7,59.16,15,256,0,Sunny,25.59,30,2.42,17.6,1,0,1,Winter,Kitchen,414.12,352.002,352.002,18,11,19,13
T2659,2027-07-18,Watch,17,627.28,15,307,0,Snow,10.8,73,20.27,15.87,1,1,1,Winter,Clothing,10663.76,9064.196,9064.196,1,14,1,10
T2660,2027-07-19,Bookshelf,15,72.48,5,438,1,Cloudy,9.12,75,9.2,41.23,0,0,0,Fall,Furniture,1087.2,1032.84,960.36,18,11,16,8
T2661,2027-07-20,Blender,15,331.36,10,144,1,Cloudy,25.79,68,17.96,7.52,0,0,1,Winter,Kitchen,4970.4,4473.36,4142,1,13,18,14
T2662,2027-07-21,Headphones,1,676.03,0,146,1,Cloudy,4.7,37,19.17,75.56,1,0,0,Summer,Electronics,676.03,676.03,0,15,9,2,3
T2663,2027-07-22,Bookshelf,14,343.89,5,391,1,Rainy,13.88,64,23.75,40.15,0,1,0,Spring,Furniture,4814.46,4573.737,4229.847,15,16,16,1
T2664,2027-07-23,Sofa,5,187.8,15,301,1,Stormy,3.47,40,30.01,34.3,0,0,0,Summer,Furniture,939,798.15,610.35,15,1,10,7
T2665,2027-07-24,Action Figure,11,288.54,20,164,0,Snow,-4.63,42,28.55,50.91,0,0,1,Summer,Toys,3173.94,2539.152,2539.152,17,17,8,12
T2666,2027-07-25,Blender,16,463,15,169,0,Rainy,38.65,96,1.95,70.9,0,1,0,Summer,Kitchen,7408,6296.8,6296.8,15,19,4,16
T2667,2027-07-26,Bookshelf,2,480.63,20,478,0,Cloudy,14.43,69,37.53,56.93,0,0,1,Spring,Furniture,961.26,769.008,769.008,14,6,8,5
T2668,2027-07-27,Microwave,8,785.17,0,298,0,Snow,38.62,50,47.46,80.24,1,1,0,Summer,Kitchen,6281.36,6281.36,6281.36,7,4,19,11
T2669,2027-07-28,Laptop,11,752.65,20,233,1,Rainy,1.31,90,17.43,62.94,0,1,1,Fall,Electronics,8279.15,6623.32,5870.67,17,5,15,6
T2670,2027-07-29,T-shirt,18,462.25,5,391,1,Sunny,21.43,55,8.99,78.8,0,1,1,Fall,Clothing,8320.5,7904.475,7442.225,19,11,1,15
T2671,2027-07-30,Coffee Maker,3,847.21,20,271,0,Cloudy,4.04,58,27,69.68,0,0,0,Spring,Kitchen,2541.63,2033.304,2033.304,2,19,9,13
T2672,2027-07-31,Bookshelf,1,123.09,10,60,1,Rainy,30.55,74,35.25,19.31,0,1,1,Fall,Furniture,123.09,110.781,-12.309,2,5,15,11
